title
Deadpool 2
title
Deadpool 2
title
Deadpool 2
title,availability,synopsis,genre,runtime,director
Deadpool 2,"ON BLU-RAY, DVD & DIGITAL",The sequel to the first one.,"
                                                                                            Action/Adventure /                                                                                             Comedy                                                                                    ","
                                            119 mins.
                                        ",David Leitch
